Nr.,Autoriai,Pavadinimas,Serija,Metai,Puslapių sk.,Leidykla,Miestas,ISBN,Būklė,Pirkimo kaina,Įsigyta,Kitos pastabos
1.,"R. Čiegis, V. Būda",Skaičiuojamoji matematika,,,,,,,,5,www.vinted.lt,
